編號,名稱,地區,地址,電話,營業時間
3509,雞腿三兄弟,Tainan,700 臺南市中西區國華街3段18巷5號,,24小時
3510,阿成手工麵點,Tainan,700 臺南市中西區青年路164巷26號(東菜市38攤位),0938 506 601,上午7:00 - 下午12:00週一:未營業
3511,台南永發霸王雞,Tainan,702 臺南市南區永成路二段757號,06 262 2033,24小時
3512,豆萌活力芽漿輕食,Tainan,701 臺南市東區裕平路39號,0982-363608,每日 : am6:30-pm12:00公休時間:每月農曆初17
3513,台南文創機車出租(公園店),Tainan,704 臺南市北區公園南路117號,06-2236668,24小時
3514,加南一作,Tainan,708 臺南市安平區運河路23巷23弄3號,0931-713718,24小時
3515,密密一鍋,Tainan,700 臺南市中西區府前路一段245號,06-2156567,24小時
3516,毛房 蔥柚鍋 冷藏肉專門,Tainan,701 臺南市東區府東街148號,06-2098199,24小時
3517,茉芠茶 無糖茶飲專賣,Tainan,744 臺南市新市區和平街156號1樓,0968-090085,周一至周日:早上10點~晚上10點(夏季)周一至周日:早上10點~晚上9點(冬季)隔周周日公休一日
3518,阿嬤的珍藏,Tainan,717 臺南市仁德區文華路三段428巷111號,06-5115188,24小時
3519,大師兄手工蛋捲,Tainan,700 臺南市中西區赤嵌街7號,06-2221150,星期一~星期日 10:00~21:00 全年無休 陪您渡過每一天
3520,旅天下南紡門市,Tainan,701 臺南市東區中華東路一段179號,06-2350633,周一-周日上午10:00 - 下午6:30
3521,DT租車-藍晒圖店(gogoro租賃）,Tainan,702 臺南市南區永華路一段5號,06-2238528,09:00–21:00
3522,阿雪魯麵、封肉、油飯,Tainan,711 臺南市歸仁區復興路132-2號,0972-012878,24小時
3523,黃家蚵嗲豆菜麵,Tainan,711 臺南市歸仁區民族南街16號,0915-361366,24小時
3524,芳記肉燥飯,Tainan,711 臺南市歸仁區中山路三段242號,06-2308419,24小時
3525,大潭關東煮,Tainan,711 臺南市歸仁區大潭里長榮路1段370號,0937-572311,24小時
3526,鼎富臭豆腐,Tainan,711 臺南市歸仁區中正南路1段8號,0921-565957,24小時
3527,麻豆蔡家肉粽,Tainan,711 臺南市歸仁區和平南街10號,06-2309110,24小時
3528,龍記意麵,Tainan,711 臺南市歸仁區後市里民族北街29號,0935-800348,24小時
3529,李記魯麵,Tainan,711 臺南市歸仁區和平南街歸仁早市G13,0926-257253,24小時
3530,包子王古早味專賣店,Tainan,711 臺南市歸仁區中正南路一段93號,06-2302367,24小時
3531,內門洪家麵坊,Tainan,711 臺南市歸仁區和平南街95號,06-2391337,24小時
3532,春美 春捲 春捲皮,Tainan,711 臺南市歸仁區市場內B10,0921-278102,24小時
3533,阿霞蝦仁肉圓,Tainan,711 臺南市歸仁區歸仁市場 G6攤,0938-057780,24小時
3534,阿鴻土魠魚羹,Tainan,711 臺南市歸仁區新厝里復興路117號,0931-241011,24小時
3535,江西麵館,Tainan,711 臺南市歸仁區六甲里中正南路一段746號,06-2395817,24小時
3536,歸仁陳家肉粽,Tainan,711 臺南市歸仁區崙頂五街70號,0913-272158,24小時
3537,上品排骨酥?水意麵,Tainan,711 臺南市歸仁區民族北街33號,0986-810662,24小時
3538,大人廟Q蛋,Tainan,711 臺南市歸仁區大廟里大廟一街38巷20號,0935-551514,24小時
3539,老蔡外省麵,Tainan,711 臺南市歸仁區中正北路3段102號,0935-939199,24小時
3540,耶米現炒美食,Tainan,711 臺南市歸仁區文化街3段21~1號,06-2305103,24小時
3541,朗鮮肉包,Tainan,711 臺南市歸仁區民權北路（歸仁黃昏市場）,0935-080632,24小時
3542,阿榮外省麵店,Tainan,711 臺南市歸仁區中山路2段234號,06-2391776,24小時
3543,阿美魚肚專賣店,Tainan,711 臺南市歸仁區中正六街33號,0917-998513,24小時
3544,ZOCHA台南文創店,Tainan,701 臺南市東區北門路二段16號,0800-875888,營業時間：09:00-21:00
3545,蒸宮,Tainan,704 臺南市北區海安路3段17號,0622-32777,AM:9:00~PM:10:00每週星期一公休
3546,星夜喃喃,Tainan,736 臺南市柳營區神農里7鄰新厝100號,0933-160785,每周一公休 or 二~日上午9:00 - 下午5:00
3547,荷冰友鮮果冰館,Tainan,736 臺南市柳營區柳營區神農里7鄰新厝100號  展售中心內,0933-160785,每日上午9:00 - 下午5:00
3548,樂樂屋,Tainan,700 臺南市中西區保安路111號,0963-293907,下午2點到7點 or 不定店休。
3549,天心岩蔬食,Tainan,702 臺南市南區中華西路一段312號,06-2923161,週二 ~ 周日午餐：11:30~14:00晚餐：17:30~20:30
3550,安心餐廳-東大門韓國烤肉料理館,Tainan,708 臺南市安平區華路二段131號,06-2935118,《午膳》11:30~14:00《晚膳》17:00~21:30
3551,安心餐廳-東悅坊港式飲茶-台南店,Tainan,710 臺南市永康區永大路二段707號,06-3015888,11:00–14:30 17:00–21:30
3552,安心餐廳-東香台菜海味料理,Tainan,709 臺南市安南區安中路六段217號,06-2573888,11:00 – 14:00 17:00 – 21:00
3553,安心餐廳-桃山日本料理-健康店,Tainan,702 臺南市南區健康路二段460號,06-2614163,11:00–14:00 17:00–20:30
3554,安心餐廳-桃山日本料理-仁德店,Tainan,717 臺南市仁德區中山路229號,06-2498082,星期一 11:00–14:00 17:00–20:30
3555,安心餐廳-阿霞飯店,Tainan,700 臺南市中西區忠義路二段84巷7號,06-2231418,11:00 – 14:00 17:00 – 20:00週一休息
3556,安心餐廳-錦霞樓,Tainan,701 臺南市東區中華東路一段366號2樓,06-2256789,11:00–14:00 17:00–21:00
3557,安心餐廳-洪昌麻辣鴛鴦火鍋-新營店,Tainan,730 臺南市新營區新進路2段270號,06-6565828,17:00–23:00
3558,安心餐廳-總理大餐廳,Tainan,704 臺南市北區西門路四段258號,06-2512639,24小時
3559,安心餐廳-竇爸中式快餐-北安店,Tainan,704 臺南市北區北安路1段93號1樓,06-2822343,24小時
3560,安心餐廳-竇爸中式快餐-大灣店,Tainan,710 臺南市永康區大灣路707號1樓,06-2710022,24小時
3561,安心餐廳-竇爸中式快餐-開元店,Tainan,704 臺南市北區開元路138號1樓,06-2094455,24小時
3562,安心餐廳-竇爸中式快餐-東門店,Tainan,701 臺南市東區東門路2段281號1樓,06-2763080,24小時
3563,安心餐廳-竇爸中式快餐-西門店,Tainan,700 臺南市中西區西門路1段484號1樓,06-2134066,24小時
3564,安心餐廳-竇爸中式快餐-仁和店,Tainan,701 臺南市東區仁和路121 or 123號1樓,06-2679000,24小時
3565,安心餐廳-竇爸中式快餐-文賢店,Tainan,704 臺南市北區文賢路1106號1樓,06-2509000,24小時
3566,安心餐廳-廚房有雞-中華總店,Tainan,701 臺南市東區中華東路三段199號,06-2882656,週一至週日 11:00 ~ 14:00/17:00 ~ 22:30
3567,安心餐廳-廚房有雞-北安旗艦店,Tainan,704 臺南市北區北安路一段161號,06-2832929,週一至週日 11:00 ~ 14:00/17:00 ~ 22:30
3568,安心餐廳-台南商務會館,Tainan,710 臺南市永康區中正北路347-1號,06-2435699,港式飲茶 午餐 11：30~14：00晚餐 17：30~21：00 維拉庭園自助式早餐 早餐 07：00~10：00
3569,安心餐廳-活佛素食餐館,Tainan,717 臺南市仁德區大同路三段858號,06-2600568,11:30–14:00、17:30–20:30星期三 休息
3570,安心餐廳-富山日本料理,Tainan,701 臺南市東區中華東路三段399巷25號 ,06-2685815,11:00–14:00 17:00–21:00星期一休息
3571,安心餐廳-銀座日式料理,Tainan,701 臺南市東區崇善路51號,06-3350999,11:00-14:00 17:00-21:00
3572,安心餐廳-周氏蝦捲,Tainan,708 臺南市安平區安平路408-1號,06-2801566,10:00～21:30
3573,安心餐廳-長春健康素食自助餐-民族店,Tainan,700 臺南市中西區民族路三段274號,06-2249332,24小時
3574,安心餐廳-長春健康素食自助餐-崇德店,Tainan,701 臺南市東區崇德路781號,06-3366096,24小時
3575,安心餐廳-長春健康素食自助餐-大同店,Tainan,701 臺南市東區大同路一段201號,06-2133222,24小時
3576,安心餐廳-長春健康素食自助餐-中華店,Tainan,701 臺南市東區中華東路二段131-1號,06-3351599,24小時
3577,安心餐廳-長春健康素食自助餐-開元店,Tainan,704 臺南市北區開元路355-3號,06-2090196,24小時
3578,安心餐廳-長春健康素食自助餐-金華店,Tainan,702 臺南市南區金華路二段101號,06-2639299,24小時
3579,安心餐廳-長春健康素食自助餐-安和店,Tainan,709 臺南市安南區安和路一段59-1號,06-2815199,24小時
3580,安心餐廳-長春健康素食自助餐-海佃店,Tainan,709 臺南市安南區海佃路一段378號,06-2503737,24小時
3581,安心餐廳-長春健康素食自助餐-世貿店,Tainan,710 臺南市永康區中華路410號,06-3036388,24小時
3582,安心餐廳-長春健康素食自助餐-華平店,Tainan,708 臺南市安平區華平路541號,06-2991399,24小時
3583,安心餐廳-聚樂居食屋,Tainan,700 臺南市中西區民生路二段479號,06-2285519,11:00-14:00、17:00-22:00
3584,安心餐廳-小豪洲沙茶爐中山店,Tainan,700 臺南市中西區中山路111號,06-2205777,10:30-23:00
3585,安心餐廳-民雄海產餐廳,Tainan,730 臺南市新營區隋唐街200號,06-6563088,週一至週日 11:00-14:00 or 17:00-21:00
3586,安心餐廳-府城食府正宗台南料理,Tainan,708 臺南市安平區華平路152號,06-2951000,上午11:00 - 下午8:00
3587,安心餐廳-CTLife小日子,Tainan,700 臺南市中西區海安路二段401號,06-2226218,全早午餐 8:00-17:00 (最後供餐時間16:00)週二公休
3588,安心餐廳-樂樂居酒屋,Tainan,700 臺南市中西區府中街22號,06-2210253,週一至週日 17:00-01:00
3589,安心餐廳-度小月(旗艦店),Tainan,700 臺南市中西區中正路101號,06-2200858,11 : 30 am – 14 : 30 pm17 : 00 pm – 21 : 00 pm(20 : 30 pm 最後點餐)
3590,安心餐廳-度小月(原始店),Tainan,700 臺南市中西區中正路16號,06-2231744,11 : 00 am – 21 : 30 pm( 21:00 pm 最後點餐 )
3591,安心餐廳-永恆天詩義式美食館,Tainan,708 臺南市安平區永華路2段812號,06-2935001,《平日》午餐 11:30~14:00晚餐 17:30~21:00《假日》午餐 11:00~14:00晚餐 17:30~21:30《下午茶》週六、日14:30~17:00供應
3592,安心餐廳-小二麻辣鍋,Tainan,700 臺南市中西區康樂街131號,910829379,18:00-23:00週二休
3593,安心餐廳-勝立牛肉清湯,Tainan,710 臺南市永康區勝學路88號,919161820,每日早上限量※油條花肉※營業時間:清晨6點至中午1點半(售完休息)每星期二休息
3594,安心餐廳-牛五? - 肉鍋 x ?????,Tainan,708 臺南市安平區建平路577號,06-2970709,11:00-24:00(不定期公休)
3595,安心餐廳-永林綜合料理,Tainan,704 臺南市北區東豐路411號,06-2093462,營業時間：10:00~24:00下午沒休息 or 最後點餐時間為23:00全年無休 or 過年營業時間另行公佈～
3596,安心餐廳-海墘本家農創休閒園區,Tainan,735 臺南市下營區中山路二段159號,06-6899121,10:30-20:00週一二 休
3597,安心餐廳-華味香景觀宴會餐廳,Tainan,730 臺南市新營區長榮路二段1020號,06-6569292,六、日營業平常日接受訂席
3598,安心餐廳-華味香鴨肉羹-延平店,Tainan,730 臺南市新營區延平路29號,06-6322981 ,週四店休
3599,安心餐廳-華味香鴨肉羹-新進店,Tainan,730 臺南市新營區新進路二段474號,06-6565948,全週營業無店休
3600,安心餐廳-華味香鴨肉羹三店,Tainan,730 臺南市新營區民治路31號,06-6353698,全週營業無店休
3601,安心餐廳-鴻品牛肉湯市政府店,Tainan,700 臺南市中西區中華西路二段50號,06-2930350,二、三、四、日：中午11點~凌晨2點五、六：中午11點~凌晨4點週一休
3602,安心餐廳-黑橋牌香腸博物館,Tainan,702 臺南市南區新忠路2號,06-2616990 轉 12,09:30-17:30
3603,安心餐廳-奇美食品幸福工廠,Tainan,717 臺南市仁德區機場路1008號,06-2698588,週二到週日9:00-18:00
3604,安心餐廳-田園素食餐廳,Tainan,711 臺南市歸仁區中正北路一段168-1號, 06-2301131,週一-週日 10:30-21:00
3605,安心餐廳-福樓小館,Tainan,700 臺南市中西區永華路一段300號,06-2957777,11:00-14:00、17:00-22:30
3606,安心餐廳-歐納牛排館,Tainan,701 臺南市東區勝利路52巷1-5號,06-2007005,週三-週日  11:30-14:30、17:00-21:30週一、週二休息
3607,安心餐廳-糧戶食堂,Tainan,700 臺南市中西區海安路一段46號,06-2111354,每周三、四、五、六、日營業 or 上午11:00至晚上8:00。 
3608,安心餐廳-神．茶油,Tainan,701 臺南市東區長榮路一段232號,06-2005558,10:30-21:00
3609,安心餐廳-濃園滿漢餐廳,Tainan,701 臺南市東區長榮路二段248號,,11:00-14:00、17:00-21:00
3610,安心餐廳-街役場古蹟餐坊,Tainan,712 臺南市新化區中正路500號,06-5905599,11:00-22:00
3611,安心餐廳-葉陶楊坊人文餐廳,Tainan,712 臺南市新化區信義路54-1號,06-5908000,11:30-21:00
3612,安心餐廳-佛都愛玉友愛店,Tainan,700 臺南市中西區友愛街223號,06-2201166,11:00-22:00
3613,安心餐廳-佛都愛玉佳里旗艦店,Tainan,722 臺南市佳里區成功路200號,,09:00-22:00
3614,安心餐廳-日家食堂,Tainan,700 臺南市中西區武聖路69巷40弄26號 ,0916-773-375,11：00～13：00、17：00～18：30 【賣完為止】公休：禮拜三、禮拜六晚上以及禮拜天整天
3615,安心餐廳-米藍花巷129異國料理餐廳,Tainan,701 臺南市東區裕孝路129號,06-3316912,10:30-22:00週一休
3616,安心餐廳-富貴食堂,Tainan,731 臺南市後壁區菁寮里7-2號,952669199,11:00-14:00週一休
3617,安心餐廳-奇美咖啡館-成大門市,Tainan,701 臺南市東區大學路1號,06-2758011,(店休請參照公告)周一~周五 9:30~17:00 週六&周日 8:00~18:00
3618,安心餐廳-安平貴記美食文化館,Tainan,708 臺南市安平區延平街93號,06-2229794,週一至週五 11:00-17:00週六至週日 11:00-19:00
3619,安心餐廳-貳鍋三新精緻鍋物,Tainan,700 臺南市中西區中成路18-1號1樓,06-2800782,11:00 - 24:00 
3620,安心餐廳-北門嶼輕食風味餐廳,Tainan,727 臺南市北門區北門里1鄰3號之5,06-7860303,平日11:00~15:00平日17:00~20:00假日11:00~20:00每星期二公休日 or 歡迎預約訂位
3621,安心餐廳-梅嶺福來梅子雞,Tainan,715 臺南市楠西區灣丘里32-3號,06-5753658,10:00-22:00
3622,安心餐廳-日光緩緩早午餐東豐店,Tainan,704 臺南市北區東豐路241號,06-2005657,週一到週日 08:30-17:00
3623,安心餐廳-禾記嫩骨飯,Tainan,700 臺南市中西區南門路60號,06-2158788,10:00-21:00
3624,安心餐廳-大水缸桂花酸梅湯,Tainan,702 臺南市南區文南路325號,06-2921316,週一-週六 09:30-22:00週日 09:30-17:00
3625,安心餐廳-楊哥楊嫂肉粽慶中總店,Tainan,700 臺南市中西區慶中街41號,06-2141742,07:00-19:00
3626,安心餐廳-蜷尾家-甘味?散步甜食,Tainan,700 臺南市中西區正興街92號,06-2215669,週一、五、六、日 11:00 - 21:00（當日提早售完即提早打烊）週二、三 11:00 - 21:00（當日提早售完即提早打烊）週四 11:00 - 17:00
3627,安心餐廳-NINAO Gelato 蜷尾家 經典冰淇淋,Tainan,708 臺南市安平區安北路720號,無,週一至週五 11:00-18:00週六至週日 11:00-21:00
3628,安心餐廳-小南米糕 大同總店,Tainan,701 臺南市東區大同路一段191號,06-2137718,AM10:00-PM20:30 (週一至周日)
3629,安心餐廳-台南麻豆助碗粿,Tainan,700 臺南市中西區西門路一段704號,06-2157079,週一二 休11:30-19:30
3630,安心餐廳-海安牛肉食堂,Tainan,700 臺南市中西區海安路一段27號,06-2237118,上午11:00 - 下午8:00
3631,安心餐廳-奉茶,Tainan,700 臺南市中西區公園路8號,06-2284512,11:00-22:30週二休
3632,安心餐廳-臻品周氏泡菜,Tainan,701 臺南市東區東安路258號,06-2002691,星期一門市公休星期二至五 下午10:00點至晚上20:00點星期六 10點至晚上21:00點星期日 11點至晚上20:00點
3633,安心餐廳-王家庄狀元粿,Tainan,708 臺南市安平區延平街134號,0931-269379,週一至週五 13:00-18:30週六至週日 11:00-19:30
3634,安心餐廳-LUMI?RE 美．食光,Tainan,700 臺南市中西區忠義路二段1號5樓(臺南市美術館2館),06-2233288,週一 公休週二至週五 11:30-21:00週六至週日 11:00-21:00
3635,安心餐廳-斑鳩的窩鹽行店,Tainan,710 臺南市永康區中正南路533號1樓(愛買台南店),06-2436006,09:00–22:30
3636,安心餐廳-斑鳩的窩中山店,Tainan,700 臺南市中西區中山路166號7樓(Focus 時尚流行館),06-2239797,11:00–22:00
3637,安心餐廳-斑鳩的窩公園店,Tainan,700 臺南市中西區公園路60號4樓(大遠百公園店),06-2210016,11:00–22:00
3638,安心餐廳-斑鳩的窩仁德店,Tainan,717 臺南市仁德區中山路777號1樓(特力屋 仁德店),06-2708806,10:00–22:00
